id,player_fifa_api_id,player_api_id,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
1,218353,505942,2016-02-18 00:00:00,67.0,71.0,right,medium,medium,49.0,44.0,71.0,61.0,44.0,51.0,45.0,39.0,64.0,49.0,60.0,64.0,59.0,47.0,65.0,55.0,58.0,54.0,76.0,35.0,71.0,70.0,45.0,54.0,48.0,65.0,69.0,69.0,6.0,11.0,10.0,8.0,8.0
2,218353,505942,2015-11-19 00:00:00,67.0,71.0,right,medium,medium,49.0,44.0,71.0,61.0,44.0,51.0,45.0,39.0,64.0,49.0,60.0,64.0,59.0,47.0,65.0,55.0,58.0,54.0,76.0,35.0,71.0,70.0,45.0,54.0,48.0,65.0,69.0,69.0,6.0,11.0,10.0,8.0,8.0
3,218353,505942,2015-09-21 00:00:00,62.0,66.0,right,medium,medium,49.0,44.0,71.0,61.0,44.0,51.0,45.0,39.0,64.0,49.0,60.0,64.0,59.0,47.0,65.0,55.0,58.0,54.0,76.0,35.0,63.0,41.0,45.0,54.0,48.0,65.0,66.0,69.0,6.0,11.0,10.0,8.0,8.0
4,218353,505942,2015-03-20 00:00:00,61.0,65.0,right,medium,medium,48.0,43.0,70.0,60.0,43.0,50.0,44.0,38.0,63.0,48.0,60.0,64.0,59.0,46.0,65.0,54.0,58.0,54.0,76.0,34.0,62.0,40.0,44.0,53.0,47.0,62.0,63.0,66.0,5.0,10.0,9.0,7.0,7.0
5,218353,505942,2007-02-22 00:00:00,61.0,65.0,right,medium,medium,48.0,43.0,70.0,60.0,43.0,50.0,44.0,38.0,63.0,48.0,60.0,64.0,59.0,46.0,65.0,54.0,58.0,54.0,76.0,34.0,62.0,40.0,44.0,53.0,47.0,62.0,63.0,66.0,5.0,10.0,9.0,7.0,7.0
6,189615,155782,2016-04-21 00:00:00,74.0,76.0,left,high,medium,80.0,53.0,58.0,71.0,40.0,73.0,70.0,69.0,68.0,71.0,79.0,78.0,78.0,67.0,90.0,71.0,85.0,79.0,56.0,62.0,68.0,67.0,60.0,66.0,59.0,76.0,75.0,78.0,14.0,7.0,9.0,9.0,12.0
7,189615,155782,2016-04-07 00:00:00,74.0,76.0,left,high,medium,80.0,53.0,58.0,71.0,32.0,73.0,70.0,69.0,68.0,71.0,79.0,78.0,78.0,67.0,90.0,71.0,85.0,79.0,56.0,60.0,68.0,67.0,60.0,66.0,59.0,76.0,75.0,78.0,14.0,7.0,9.0,9.0,12.0
8,189615,155782,2016-01-07 00:00:00,73.0,75.0,left,high,medium,79.0,52.0,57.0,70.0,29.0,71.0,68.0,69.0,68.0,70.0,79.0,78.0,78.0,67.0,90.0,71.0,84.0,79.0,56.0,59.0,67.0,66.0,58.0,65.0,59.0,76.0,75.0,78.0,14.0,7.0,9.0,9.0,12.0
9,189615,155782,2015-12-24 00:00:00,73.0,75.0,left,high,medium,79.0,51.0,57.0,70.0,29.0,71.0,68.0,69.0,68.0,70.0,79.0,78.0,78.0,67.0,90.0,71.0,84.0,79.0,56.0,58.0,67.0,66.0,58.0,65.0,59.0,76.0,75.0,78.0,14.0,7.0,9.0,9.0,12.0
10,189615,155782,2015-12-17 00:00:00,73.0,75.0,left,high,medium,79.0,51.0,57.0,70.0,29.0,71.0,68.0,69.0,68.0,70.0,79.0,78.0,78.0,67.0,90.0,71.0,84.0,79.0,56.0,58.0,67.0,66.0,58.0,65.0,59.0,76.0,75.0,78.0,14.0,7.0,9.0,9.0,12.0
11,189615,155782,2015-10-16 00:00:00,73.0,77.0,left,high,medium,79.0,51.0,57.0,70.0,29.0,71.0,68.0,69.0,68.0,70.0,79.0,78.0,78.0,67.0,90.0,71.0,84.0,79.0,56.0,58.0,67.0,66.0,58.0,65.0,59.0,76.0,75.0,78.0,14.0,7.0,9.0,9.0,12.0
12,189615,155782,2015-09-25 00:00:00,74.0,78.0,left,high,medium,79.0,51.0,57.0,70.0,29.0,71.0,68.0,69.0,68.0,70.0,80.0,78.0,78.0,67.0,90.0,71.0,84.0,79.0,56.0,58.0,67.0,66.0,58.0,65.0,59.0,76.0,75.0,78.0,14.0,7.0,9.0,9.0,12.0
13,189615,155782,2015-09-21 00:00:00,73.0,77.0,left,medium,medium,79.0,51.0,57.0,70.0,29.0,67.0,68.0,69.0,68.0,68.0,79.0,78.0,78.0,67.0,90.0,71.0,84.0,79.0,56.0,58.0,67.0,66.0,58.0,65.0,59.0,76.0,75.0,78.0,14.0,7.0,9.0,9.0,12.0
14,189615,155782,2015-01-09 00:00:00,71.0,75.0,left,medium,medium,78.0,50.0,56.0,69.0,28.0,66.0,67.0,68.0,67.0,67.0,79.0,82.0,79.0,71.0,90.0,70.0,84.0,79.0,50.0,56.0,66.0,65.0,57.0,64.0,58.0,73.0,72.0,72.0,13.0,6.0,8.0,8.0,11.0
15,189615,155782,2014-12-05 00:00:00,71.0,77.0,left,medium,medium,78.0,50.0,56.0,69.0,28.0,66.0,67.0,68.0,67.0,67.0,79.0,82.0,79.0,71.0,90.0,70.0,84.0,79.0,50.0,56.0,66.0,65.0,57.0,64.0,58.0,73.0,72.0,72.0,13.0,6.0,8.0,8.0,11.0
16,189615,155782,2014-11-07 00:00:00,71.0,77.0,left,medium,medium,78.0,50.0,56.0,69.0,28.0,66.0,67.0,68.0,67.0,67.0,79.0,82.0,79.0,71.0,90.0,70.0,84.0,79.0,50.0,56.0,66.0,65.0,57.0,64.0,58.0,73.0,72.0,72.0,13.0,6.0,8.0,8.0,11.0
17,189615,155782,2014-09-18 00:00:00,70.0,77.0,left,medium,medium,77.0,50.0,51.0,67.0,28.0,66.0,67.0,68.0,67.0,66.0,79.0,82.0,79.0,69.0,90.0,70.0,84.0,79.0,50.0,56.0,66.0,62.0,57.0,64.0,58.0,73.0,72.0,72.0,13.0,6.0,8.0,8.0,11.0
18,189615,155782,2014-05-02 00:00:00,70.0,79.0,left,medium,medium,77.0,50.0,51.0,67.0,28.0,66.0,67.0,68.0,67.0,66.0,84.0,82.0,81.0,69.0,90.0,70.0,84.0,80.0,50.0,56.0,66.0,62.0,57.0,64.0,58.0,73.0,72.0,72.0,13.0,6.0,8.0,8.0,11.0
19,189615,155782,2014-04-04 00:00:00,70.0,79.0,left,medium,medium,77.0,50.0,51.0,67.0,28.0,66.0,67.0,68.0,67.0,66.0,84.0,82.0,81.0,69.0,90.0,70.0,84.0,80.0,50.0,56.0,66.0,62.0,57.0,64.0,58.0,73.0,72.0,72.0,13.0,6.0,8.0,8.0,11.0
20,189615,155782,2014-03-14 00:00:00,70.0,79.0,left,medium,medium,77.0,50.0,51.0,67.0,28.0,66.0,66.0,68.0,67.0,65.0,84.0,82.0,81.0,69.0,90.0,70.0,84.0,79.0,49.0,55.0,66.0,62.0,57.0,61.0,58.0,73.0,72.0,72.0,13.0,6.0,8.0,8.0,11.0
21,189615,155782,2013-12-13 00:00:00,70.0,79.0,left,medium,medium,77.0,50.0,51.0,67.0,28.0,66.0,66.0,68.0,67.0,67.0,84.0,82.0,81.0,71.0,90.0,70.0,84.0,79.0,49.0,55.0,66.0,62.0,57.0,61.0,58.0,73.0,72.0,72.0,13.0,6.0,8.0,8.0,11.0
22,189615,155782,2013-11-08 00:00:00,70.0,79.0,left,medium,medium,77.0,50.0,51.0,67.0,28.0,66.0,66.0,68.0,67.0,67.0,84.0,82.0,81.0,71.0,90.0,70.0,84.0,79.0,49.0,55.0,66.0,62.0,57.0,61.0,58.0,73.0,72.0,72.0,13.0,6.0,8.0,8.0,11.0
23,189615,155782,2013-10-04 00:00:00,69.0,79.0,left,medium,medium,77.0,50.0,50.0,64.0,28.0,66.0,66.0,68.0,65.0,67.0,84.0,82.0,81.0,70.0,90.0,70.0,84.0,77.0,48.0,55.0,63.0,62.0,56.0,58.0,58.0,73.0,72.0,72.0,13.0,6.0,8.0,8.0,11.0
24,189615,155782,2013-09-20 00:00:00,69.0,79.0,left,medium,medium,77.0,50.0,50.0,64.0,28.0,66.0,66.0,68.0,65.0,67.0,84.0,82.0,81.0,70.0,90.0,70.0,84.0,76.0,48.0,55.0,63.0,62.0,56.0,58.0,58.0,73.0,72.0,72.0,13.0,6.0,8.0,8.0,11.0
25,189615,155782,2013-05-03 00:00:00,69.0,80.0,left,medium,medium,77.0,50.0,50.0,64.0,28.0,65.0,65.0,68.0,65.0,65.0,84.0,81.0,77.0,70.0,90.0,70.0,77.0,74.0,48.0,55.0,63.0,62.0,56.0,58.0,58.0,72.0,72.0,72.0,13.0,6.0,8.0,8.0,11.0
26,189615,155782,2013-03-22 00:00:00,69.0,80.0,left,medium,medium,77.0,50.0,50.0,64.0,28.0,65.0,65.0,68.0,65.0,65.0,84.0,81.0,77.0,70.0,90.0,70.0,77.0,74.0,48.0,55.0,63.0,62.0,56.0,58.0,58.0,72.0,72.0,72.0,13.0,6.0,8.0,8.0,11.0
27,189615,155782,2013-03-15 00:00:00,69.0,80.0,left,medium,medium,77.0,50.0,50.0,64.0,28.0,65.0,65.0,68.0,65.0,65.0,84.0,81.0,77.0,70.0,90.0,70.0,77.0,74.0,48.0,55.0,63.0,62.0,56.0,58.0,58.0,72.0,72.0,72.0,13.0,6.0,8.0,8.0,11.0
28,189615,155782,2013-02-22 00:00:00,69.0,80.0,left,medium,medium,77.0,50.0,50.0,64.0,28.0,65.0,65.0,68.0,65.0,65.0,85.0,81.0,81.0,70.0,90.0,70.0,77.0,74.0,48.0,55.0,63.0,62.0,56.0,58.0,58.0,72.0,72.0,72.0,13.0,6.0,8.0,8.0,11.0
29,189615,155782,2013-02-15 00:00:00,69.0,80.0,left,medium,medium,77.0,50.0,50.0,64.0,28.0,65.0,65.0,68.0,65.0,65.0,85.0,81.0,81.0,70.0,90.0,70.0,77.0,74.0,48.0,55.0,63.0,62.0,56.0,58.0,58.0,72.0,72.0,72.0,13.0,6.0,8.0,8.0,11.0
30,189615,155782,2012-08-31 00:00:00,68.0,80.0,left,medium,medium,77.0,50.0,50.0,64.0,28.0,64.0,63.0,68.0,65.0,64.0,85.0,81.0,81.0,70.0,90.0,70.0,77.0,73.0,48.0,55.0,63.0,62.0,56.0,63.0,58.0,72.0,72.0,72.0,13.0,6.0,8.0,8.0,11.0
31,189615,155782,2012-02-22 00:00:00,65.0,68.0,left,medium,medium,77.0,53.0,52.0,62.0,30.0,62.0,64.0,68.0,68.0,64.0,69.0,72.0,74.0,66.0,87.0,65.0,73.0,63.0,56.0,54.0,64.0,59.0,56.0,63.0,58.0,66.0,68.0,67.0,13.0,6.0,8.0,8.0,11.0
32,189615,155782,2011-08-30 00:00:00,64.0,68.0,left,medium,medium,74.0,53.0,52.0,59.0,30.0,62.0,64.0,68.0,68.0,64.0,69.0,72.0,74.0,66.0,87.0,65.0,64.0,63.0,56.0,54.0,64.0,59.0,56.0,47.0,58.0,64.0,64.0,67.0,13.0,6.0,8.0,8.0,11.0
33,189615,155782,2010-08-30 00:00:00,54.0,65.0,left,medium,medium,58.0,40.0,52.0,45.0,30.0,44.0,41.0,43.0,46.0,43.0,43.0,47.0,59.0,62.0,62.0,48.0,48.0,59.0,43.0,54.0,64.0,40.0,19.0,38.0,35.0,53.0,60.0,63.0,13.0,6.0,8.0,8.0,11.0
34,189615,155782,2010-02-22 00:00:00,51.0,64.0,left,medium,medium,57.0,39.0,51.0,44.0,30.0,43.0,41.0,42.0,45.0,42.0,42.0,46.0,59.0,61.0,62.0,47.0,48.0,55.0,37.0,53.0,63.0,31.0,27.0,38.0,28.0,52.0,59.0,63.0,6.0,22.0,45.0,22.0,22.0
35,189615,155782,2009-08-30 00:00:00,52.0,65.0,left,medium,medium,58.0,40.0,52.0,45.0,30.0,44.0,41.0,43.0,46.0,43.0,43.0,47.0,59.0,62.0,62.0,48.0,48.0,56.0,38.0,54.0,64.0,32.0,28.0,38.0,29.0,53.0,60.0,63.0,6.0,22.0,46.0,22.0,22.0
36,189615,155782,2009-02-22 00:00:00,47.0,60.0,left,medium,medium,22.0,48.0,52.0,39.0,30.0,26.0,41.0,26.0,49.0,34.0,66.0,59.0,59.0,65.0,62.0,48.0,48.0,56.0,63.0,35.0,64.0,32.0,28.0,38.0,29.0,53.0,45.0,63.0,6.0,22.0,49.0,22.0,22.0
37,189615,155782,2008-08-30 00:00:00,53.0,60.0,right,medium,medium,22.0,48.0,52.0,39.0,30.0,26.0,41.0,26.0,49.0,34.0,66.0,59.0,59.0,65.0,62.0,48.0,48.0,56.0,68.0,35.0,64.0,32.0,28.0,38.0,29.0,53.0,45.0,63.0,6.0,22.0,49.0,22.0,22.0
38,189615,155782,2007-02-22 00:00:00,53.0,60.0,right,medium,medium,22.0,48.0,52.0,39.0,30.0,26.0,41.0,26.0,49.0,34.0,66.0,59.0,59.0,65.0,62.0,48.0,48.0,56.0,68.0,35.0,64.0,32.0,28.0,38.0,29.0,53.0,45.0,63.0,6.0,22.0,49.0,22.0,22.0
39,186170,162549,2016-01-07 00:00:00,65.0,67.0,right,medium,medium,64.0,58.0,60.0,66.0,52.0,66.0,67.0,63.0,62.0,67.0,77.0,74.0,85.0,51.0,92.0,61.0,65.0,66.0,71.0,57.0,60.0,55.0,64.0,68.0,61.0,23.0,22.0,24.0,16.0,11.0,12.0,9.0,13.0
40,186170,162549,2015-10-09 00:00:00,66.0,70.0,right,medium,medium,64.0,58.0,60.0,66.0,52.0,66.0,67.0,63.0,62.0,67.0,81.0,75.0,85.0,51.0,92.0,61.0,65.0,66.0,71.0,57.0,60.0,55.0,64.0,68.0,61.0,23.0,22.0,24.0,16.0,11.0,12.0,9.0,13.0
41,186170,162549,2015-09-21 00:00:00,66.0,70.0,right,medium,medium,64.0,58.0,60.0,66.0,52.0,66.0,67.0,63.0,62.0,67.0,78.0,75.0,85.0,51.0,92.0,61.0,65.0,66.0,71.0,57.0,60.0,55.0,64.0,68.0,61.0,23.0,22.0,24.0,16.0,11.0,12.0,9.0,13.0
42,186170,162549,2014-12-12 00:00:00,67.0,72.0,right,medium,medium,65.0,52.0,59.0,66.0,51.0,66.0,68.0,62.0,64.0,67.0,82.0,80.0,81.0,50.0,92.0,60.0,71.0,72.0,71.0,56.0,59.0,54.0,67.0,71.0,60.0,22.0,21.0,21.0,15.0,10.0,11.0,8.0,12.0
43,186170,162549,2014-09-18 00:00:00,68.0,72.0,right,medium,medium,67.0,52.0,59.0,66.0,51.0,69.0,68.0,62.0,64.0,68.0,82.0,80.0,81.0,50.0,92.0,60.0,71.0,72.0,71.0,56.0,59.0,54.0,67.0,71.0,60.0,22.0,21.0,21.0,15.0,10.0,11.0,8.0,12.0
44,186170,162549,2014-04-18 00:00:00,68.0,77.0,right,medium,medium,67.0,52.0,59.0,66.0,51.0,69.0,68.0,62.0,64.0,68.0,82.0,80.0,81.0,50.0,92.0,60.0,71.0,72.0,71.0,56.0,59.0,54.0,67.0,71.0,60.0,22.0,21.0,21.0,15.0,10.0,11.0,8.0,12.0
45,186170,162549,2014-03-14 00:00:00,68.0,77.0,right,medium,medium,67.0,52.0,59.0,66.0,51.0,69.0,68.0,62.0,64.0,68.0,82.0,80.0,81.0,50.0,92.0,60.0,71.0,72.0,71.0,56.0,59.0,54.0,67.0,71.0,60.0,22.0,21.0,21.0,15.0,10.0,11.0,8.0,12.0
46,186170,162549,2014-01-31 00:00:00,69.0,78.0,right,medium,medium,69.0,52.0,62.0,68.0,51.0,70.0,71.0,64.0,64.0,71.0,82.0,80.0,81.0,50.0,92.0,60.0,71.0,72.0,71.0,56.0,59.0,54.0,67.0,72.0,63.0,22.0,21.0,21.0,15.0,10.0,11.0,8.0,12.0
47,186170,162549,2013-11-29 00:00:00,70.0,78.0,right,medium,medium,72.0,52.0,62.0,71.0,51.0,72.0,72.0,64.0,64.0,71.0,82.0,80.0,81.0,50.0,92.0,60.0,71.0,72.0,71.0,56.0,59.0,54.0,67.0,72.0,63.0,22.0,21.0,21.0,15.0,10.0,11.0,8.0,12.0
